rms,peak,crest_factor,kurtosis,skewness,variance,mean_abs,dom_freq,dom_mag,spec_centroid,top_mag_1,top_mag_2,top_mag_3,top_mag_4,top_mag_5,e_rotor_norm,e_shaft_norm,e_2shaft_norm,e_3shaft_norm,e_bpfo_norm,e_bpfi_norm,label,class_name
0.5572596426718737,1.420213,2.5485660340339513,-0.7642247572489795,-0.43242273508225243,0.31053646634260074,0.475426473125,44.0,0.27501467279159614,273.53175338372336,0.27501467279159614,0.2011287157438918,0.12354540635245898,0.12321336158361135,0.07568565553404297,0.09802069488239061,0.0985323624328665,0.4872910386479789,0.2608551628450881,0.03708512562072229,0.00013244649660095454,3,Misalignment
0.4158084222366586,2.816339,6.773164858175738,3.6151765347383726,0.8666074148708591,0.17247494579054795,0.319725518125,83.0,0.1741466387941905,364.00630838428145,0.1741466387941905,0.1216143528072059,0.09983124411048946,0.0991739913495881,0.020535291875,0.1783417751282774,0.11738061405230953,0.00422263617394155,0.0035061105283453486,0.3532552711861157,0.11648095082669992,2,Bearing_Wear
0.24459241523145703,0.528812,2.162013067075583,-0.9229133512228942,-0.005264142018663595,0.059825448810556736,0.2077913175,5.0,0.1504117710453119,229.95612092124318,0.1504117710453119,0.074431510295137,0.03948714927955365,0.0014322146584985075,0.0012065198573501697,0.7564153499145666,0.18531461144738537,0.0522068015288256,7.824545850376894e-05,9.357616815603074e-05,7.101396778821265e-05,0,Normal
0.6598920642519128,1.572868,2.3835231287400918,-0.590284339029922,-0.7085647508538443,0.4354503654113142,0.539725488125,5.0,0.39974937052352044,263.63439825136476,0.39974937052352044,0.19959368889072035,0.09700715185835258,0.07450678132308633,0.0050638932723604604,0.9171440435691461,0.02563102691690585,0.00032589933392919635,0.00017977861688101563,0.00014237636291573736,0.0001622151284184743,1,Blade_Imbalance
0.2443060896126632,0.540545,2.2125727551222245,-0.8954944378336998,-0.00462222833653891,0.059685461036990545,0.206883721875,5.0,0.15012736846042604,234.79852855758412,0.15012736846042604,0.07436082427857281,0.039856586748747085,0.0013925818992408378,0.0012720105814478932,0.7552824189155825,0.18534033788996537,0.05328761790497895,9.693163760200162e-05,4.3673951173924916e-05,9.26712548197573e-05,0,Normal
0.5551841409736424,1.202681,2.166274050488095,-1.0133931875153097,-0.1576781867942538,0.308228867611107,0.47330453375000003,44.0,0.2716082220092708,274.6208127667838,0.2716082220092708,0.20042190326910958,0.12566489432648287,0.12456001485632856,0.07608535722943296,0.10277035798623783,0.10096110099102791,0.47885654701344316,0.2608112553927205,0.03801497430470224,0.00024246738386878128,3,Misalignment
0.6596779131192779,1.523648,2.309684722481865,-0.880865317242614,0.2811078567550842,0.4351698302671081,0.556395188125,5.0,0.3985388000388695,263.7928894968467,0.3985388000388695,0.19978851343805346,0.09995752002901652,0.07376735706967287,0.005485151840990906,0.9135563360066176,0.025227897377313253,0.00020514674749172966,0.00022411045573258442,0.0002811466201995773,0.0002032911932619976,1,Blade_Imbalance
0.5608164865975929,1.387257,2.473638045027324,-0.4801776659324486,-0.037013297826801024,0.31451498318887594,0.452348118125,44.0,0.27757765954118585,270.8739596124198,0.27757765954118585,0.2009908891373743,0.12625272750800184,0.12437473170933529,0.07339464583724717,0.10148966717916498,0.09867392923228953,0.4901463439513286,0.25713182310606386,0.03445610428865653,0.00030332050740733733,3,Misalignment
0.6606876006888808,1.491936,2.258156496635086,-0.8362892058016369,-0.18949260258609157,0.43650502435386246,0.5392828900000001,5.0,0.40045317696766847,265.9387508945554,0.40045317696766847,0.19924423608769729,0.0967971703825696,0.07331247506787912,0.0052715302325254945,0.9168295720185481,0.024848124637869798,0.0001771570470601305,0.00016555652716358497,0.00018335513029522265,0.00016397086851219623,1,Blade_Imbalance
0.4138290108287193,2.662605,6.434070410467094,4.4838073885544105,0.9795988548281778,0.1709499637136408,0.31029431625000004,83.0,0.17411818695596756,359.71290157486146,0.17411818695596756,0.12465592029990585,0.10128700949386958,0.100886720069312,0.01744954125,0.1863995109126664,0.12290493483023407,0.0029234818503817805,0.004801287314696796,0.3557206362107527,0.12205973382314422,2,Bearing_Wear
0.3963001810552498,2.897074,7.310301965988264,3.0838954500128866,0.6519259669803283,0.15697423938310961,0.3058587575,83.0,0.17457176722958187,348.3390521927608,0.17457176722958187,0.126500145664084,0.10231748294313567,0.10169852922338608,0.008937646658636396,0.20587715713113044,0.13462094037820707,0.0020149761009418243,0.001824534547436274,0.389764847943616,0.13298712669806345,2,Bearing_Wear
0.2444175298025888,0.529751,2.167401815493625,-0.9088831458056301,0.0027027975853610164,0.059738660003501615,0.207091753125,5.0,0.149792498280671,229.47664365229676,0.149792498280671,0.07493332476630211,0.04044874942577406,0.0013386242702365422,0.0011432414715533902,0.7512710259958222,0.18808670125906168,0.054883821000686187,7.014277997823098e-05,8.940693433218258e-05,6.389486206379819e-05,0,Normal
0.24432407897273192,0.527965,2.1609208558522934,-0.9032841079196108,-0.001369360173522963,0.05969417526944211,0.20715180625000001,5.0,0.14983618415579067,236.50854825216598,0.14983618415579067,0.074842410718856,0.04000498666378915,0.001305616775002347,0.0012152232719930987,0.7522654638933121,0.18770740591252302,0.05369806161618222,0.00012235131445004552,7.04150073597336e-05,8.803817896507011e-05,0,Normal
0.41655077903285614,3.068025,7.365308497941125,4.918980253865576,1.0128206478912523,0.173138755283845,0.320988081875,83.0,0.17390876204091732,359.1613935248779,0.17390876204091732,0.12285654801652454,0.10107116129348917,0.10045716669468652,0.019385464374999998,0.18012895885573596,0.11986349576106009,0.0030974954567845026,0.0024393976231340915,0.3512716483870586,0.11883525445529687,2,Bearing_Wear
0.2451972344871063,0.533737,2.1767659775595902,-0.9012912694622432,-0.0016291168585878864,0.06012168255297578,0.20771759,5.0,0.15001080988886303,235.20847999191994,0.15001080988886303,0.07582039748370277,0.04028611714763145,0.0012814865723888918,0.0011342261066350193,0.7486488733703518,0.19131585951719388,0.054058707876963714,4.0777168118570124e-05,0.00011341993801266131,7.144355743959325e-05,0,Normal
0.2447253604388601,0.534175,2.1827529311197003,-0.9063997150297829,-0.0066014758566254415,0.05989048445419714,0.20735295,5.0,0.1500767879537109,229.5722319683169,0.1500767879537109,0.07529657912747788,0.03965136980314479,0.0012925421033009013,0.0012253905313671797,0.7522229619026866,0.1894085601901493,0.0525924779575251,7.603625737665092e-05,7.344827635138601e-05,0.00010030168581926409,0,Normal
0.6659124034683335,1.512745,2.2716876722063475,-0.7780761688761832,0.607758775978905,0.44343159196130766,0.56153618125,5.0,0.40270589092399933,259.3022034550828,0.40270589092399933,0.2016702526233987,0.0999837681824157,0.07518313791815888,0.0046919903272747,0.9150466626184814,0.025826316381840592,0.0001808999330695416,0.00015884493951221298,0.0002334099390643378,0.00029603241863055904,1,Blade_Imbalance
0.42218138744011446,2.852179,6.755814154996971,5.691898526270048,1.154053775342198,0.177931386042817,0.31558756125,83.0,0.17454195176533788,360.2088996433306,0.17454195176533788,0.12934397654151752,0.10445244310639828,0.10295189387475054,0.017485361249999998,0.1928747326199294,0.12623783776305675,0.0033178183369892774,0.004168542635170009,0.34394806750702395,0.1211800279834997,2,Bearing_Wear
0.41425062827261727,2.642453,6.378875041517459,3.6953400407277064,0.8979457352041036,0.17122548863494147,0.31624998687499994,83.0,0.17255242971210816,352.4983395820915,0.17255242971210816,0.12346861098345052,0.0969459081280304,0.0967381620998667,0.019444649375,0.1872898662164967,0.11091179246483389,0.005995320021208046,0.0016281726300536874,0.35037354861022,0.11129923719222021,2,Bearing_Wear
0.6627529273221499,1.472136,2.2212440520284304,-1.196902424210059,-0.42519624611691476,0.4392249014326752,0.5860519550000001,5.0,0.40011491114428677,259.9594555158748,0.40011491114428677,0.20116084401106452,0.1002840827184845,0.07633546587037521,0.005812549856638772,0.9134212036524332,0.026741889022943784,0.00016237878853249318,0.00018901330539341344,0.00022767467221359588,0.00018084064049250518,1,Blade_Imbalance
0.6611264693646297,1.610647,2.4362161737552017,-0.5826755628648357,-0.8466384457450296,0.437082461522166,0.556666433125,5.0,0.39978399924201286,267.2899615101768,0.39978399924201286,0.1990877611481923,0.10054609184796465,0.0752380870570692,0.006061936342390641,0.9128067669681826,0.02606479147712727,0.00020940242239747287,0.00017552715102621234,0.00027672708041980883,0.00019164850632576497,1,Blade_Imbalance
0.4105799728713975,2.982794,7.264830702469369,4.968382041642398,0.9823006676137768,0.16829544122842185,0.3122904625,83.0,0.17531949966603974,357.2580104844692,0.17531949966603974,0.12441900027255702,0.10252438989143092,0.09780217134163849,0.016747325,0.18806788636873387,0.1277663982164974,0.0019912011106253415,0.0023598030066865104,0.36597676127001133,0.11608488344305101,2,Bearing_Wear
0.41287102194016656,2.797136,6.774842128858634,4.3929775487265825,0.9437750068122142,0.17004769947012513,0.31707695874999997,83.0,0.1795517062958725,358.3718084344723,0.1795517062958725,0.12165178239760113,0.10159631553704955,0.0922955198432329,0.02036618,0.1798133147788232,0.12571670745842745,0.003392726226872013,0.00312384748411057,0.3788039757830767,0.1030484312715007,2,Bearing_Wear
0.6628712833149355,1.601163,2.41549609688519,-0.5630346235000157,-0.7169622689113795,0.439391659440045,0.542771058125,5.0,0.400038337007085,264.3148982208347,0.400038337007085,0.19981206795690787,0.10018272535369373,0.07748210183100761,0.005763537152804133,0.9103606344011864,0.027604759401554803,0.0003977985771711957,0.00019946967199030308,0.0002692138655965828,0.00023207647150418352,1,Blade_Imbalance
0.24514660285102233,0.533964,2.178141534950631,-0.9088376985182833,-0.005735327489172786,0.06009678998989768,0.20785498562500002,5.0,0.1501909789990677,233.90255230158425,0.1501909789990677,0.07534069655306683,0.04032967164611825,0.0012729126116070796,0.0012183563156277814,0.750751924392812,0.18896581683398575,0.0542510617536247,7.831232001733336e-05,6.902685571801703e-05,8.8639750552753e-05,0,Normal
0.24487609686307046,0.539264,2.202191249803176,-0.897440812205919,0.0018534045870097215,0.059964302609775776,0.207595111875,5.0,0.15020103772145282,237.36415731448213,0.15020103772145282,0.07501456035109526,0.040099225378135574,0.0010998362015106585,0.001091108480517186,0.7525501578791455,0.18775830905387003,0.053700070211665334,5.201283361598587e-05,7.477488023745016e-05,6.305328023620164e-05,0,Normal
0.4017629320024738,2.687656,6.689656459630264,3.404662795474472,0.729773360687422,0.16133306183110174,0.314402388125,83.0,0.17809594728695127,349.0971086205201,0.17809594728695127,0.12669250403248625,0.1015107122919299,0.09957517131378879,0.00950376489370393,0.20119583896345872,0.12877562136688736,0.0030031218461004346,0.0020681002117697187,0.39490823927387864,0.12427607783744185,2,Bearing_Wear
0.6631830471186236,1.431678,2.158797641256831,-0.9070734211805012,-0.1148018027265384,0.4398105342447671,0.55895461,5.0,0.4012768773389994,270.1118144665998,0.4012768773389994,0.20035156402203902,0.09913050555488047,0.07291505664497,0.00588757797815488,0.9150114459460799,0.024339362578679424,0.00011871243144338282,0.00019550551580587754,0.00017957400217356734,0.00020271363005649,1,Blade_Imbalance
0.6638389763342553,1.555478,2.343155574031303,-0.8087604740195511,0.4796844544605584,0.4406820140663922,0.558502728125,5.0,0.4010170588391411,267.34016607984455,0.4010170588391411,0.2009031656656487,0.10023180139411031,0.07518041313010006,0.006970214932676046,0.9132385935444601,0.025760592091534043,9.14601692065523e-05,0.0002891480899898391,0.00023952629898228253,0.00017635729061430273,1,Blade_Imbalance
0.6643214940495434,1.61961,2.437991261865181,-0.8135187020436012,-0.49555878573819795,0.44132302216130304,0.558613815,5.0,0.4011630427714016,262.675225862089,0.4011630427714016,0.201237383900385,0.10215710809574965,0.07537956937369225,0.004944754746614628,0.912949515099317,0.0259758168053427,0.00011628347341973699,0.00026075695146887267,0.000118951046844325,0.00010379703219973213,1,Blade_Imbalance
0.6624558779322406,1.330962,2.009133049200606,-1.1525374149097116,-0.08154215400405661,0.4388458084169983,0.5739754381250001,5.0,0.4004153933822895,270.41172413769704,0.4004153933822895,0.1987906955286613,0.10049491142555343,0.07766002426707723,0.006287378714874906,0.9109281652461138,0.027641494103786402,0.00019020411259354963,0.00015840915703816855,0.00013976768691400656,0.0002274212458359925,1,Blade_Imbalance
0.42996634007751267,2.95772,6.878957065773652,5.186170567996809,1.1370311189957376,0.18442995867454365,0.32147351125,83.0,0.17464290703704374,359.9940819363594,0.17464290703704374,0.133722372839896,0.10314839662785713,0.10282221093816105,0.021002260000000002,0.20019831836075094,0.11724544217546781,0.0037197592867455093,0.004235424076223925,0.3314752795938742,0.1162957361015904,2,Bearing_Wear
0.43199773630258975,2.512925,5.816986486296893,4.651914915217594,1.1201137509965153,0.1861894762135625,0.328804659375,83.0,0.17758459989653705,364.30766468217604,0.17758459989653705,0.1267822911280584,0.10084932418126126,0.10069378196298975,0.020798268124999998,0.18018630614750128,0.1122343001762848,0.0034304605787900608,0.0026501780551180906,0.34068943068486823,0.11121998382532929,2,Bearing_Wear
0.4079121641833585,2.392052,5.864134988287885,2.5643498909012665,0.6981829527720729,0.16617693843942874,0.31744509,83.0,0.16689158150393762,358.6934460884483,0.16689158150393762,0.127233161751114,0.1026351344822234,0.09525654254435273,0.01467635,0.19911821750746342,0.12852590917720824,0.0027933087191721277,0.0030422423135456848,0.3373314844389139,0.11378891316771317,2,Bearing_Wear
0.6623929097868967,1.33037,2.0084303112778983,-1.185557615672631,-0.22343855240056318,0.4387641036226509,0.580817441875,5.0,0.39998549283639206,270.5024227839949,0.39998549283639206,0.20107719394439055,0.09922327290459222,0.07606767812486676,0.005041881041619346,0.9136239596933264,0.026767548276816277,0.0002215102533610551,0.00022039213407732745,0.00023449467349578193,0.00014159842693012352,1,Blade_Imbalance
0.6612815640522868,1.479533,2.2373722150911846,-1.1763698647847352,-0.42432984999787354,0.4372924715548687,0.58101079375,5.0,0.40047826868318404,269.86445769846546,0.40047826868318404,0.19873585729399346,0.09979301252183918,0.07234548452002758,0.007071827552858605,0.9142791095893138,0.024122250097752755,0.0001764747090111229,0.00020898026874129413,0.00024005500496765273,0.00018291966208940023,1,Blade_Imbalance
0.6637741821120916,1.660618,2.501781542955206,-0.49558974648683085,0.905424271641722,0.440592495066184,0.55751886625,5.0,0.40056668079273605,263.3965332684406,0.40056668079273605,0.20156827390669074,0.09749847278252441,0.07963666304242266,0.005645152561860783,0.9128840725598815,0.028991885885139564,0.0002680511207987761,0.0002453009267700264,0.00013534556243760881,0.00026585402553118144,1,Blade_Imbalance
0.24439755084927076,0.529379,2.166056885571784,-0.9018200015072337,-0.00325363615420137,0.05972969316249618,0.207076343125,5.0,0.14997397265064927,230.84960460202254,0.14997397265064927,0.07485827972350763,0.039924272604641604,0.001223016784928085,0.0011751874491976217,0.7531726777446247,0.18771295173881034,0.05346000493290589,6.089863237841638e-05,8.897628000252244e-05,8.456817798112305e-05,0,Normal
0.6638232496911174,1.435403,2.162327093101331,-1.075869860640582,-0.42289797727891376,0.4406504082364057,0.5739336768750001,5.0,0.40081113780346755,274.55317985781653,0.40081113780346755,0.2006050383287026,0.09838685223449838,0.07737405559631383,0.005222140497056312,0.9118703213869811,0.027254867762901154,0.0002002470329899269,0.00018442278590833562,0.00027117903495397713,9.704345301293818e-05,1,Blade_Imbalance
0.41607075077724837,2.998432,7.206543567872008,5.1705299582401825,1.0417977424053375,0.17272541223031915,0.313147726875,83.0,0.17529904950401876,361.00083920938687,0.17529904950401876,0.12217507690121393,0.10153079636937155,0.09601473538036148,0.019734675625000003,0.17841116800971127,0.1212167990660385,0.004475363462244367,0.0027162366608316627,0.357065997611375,0.10882193557759551,2,Bearing_Wear
0.5560805328949688,1.384587,2.4899037380465425,-0.5034679946358795,-0.028368819606541355,0.3092248865971008,0.44955194374999996,44.0,0.27394949725295414,268.8282643925553,0.27394949725295414,0.20048388436406284,0.12464155661255047,0.12203885307944747,0.0775849005063546,0.0964138925265269,0.10065198793826424,0.485576629278956,0.26018374285045986,0.03929973459485646,0.00021796919409296404,3,Misalignment
0.24455456792924177,0.5472,2.2375374232256697,-0.8781897889044927,-0.0033104584608023586,0.05980692258087562,0.20670032437500002,5.0,0.14967908496409965,234.83150766397216,0.14967908496409965,0.07568679069223673,0.0398165370166872,0.0012048596314689743,0.0012014075401003909,0.7492828369421108,0.19163280833315208,0.05310566596060102,5.209708898027213e-05,6.159081990772183e-05,6.235347344829013e-05,0,Normal
0.5572139299982811,1.523864,2.7347916396668497,-0.23006981890443656,-0.43881669756234887,0.3104826003332877,0.446047559375,44.0,0.27487150789227904,272.61627727954095,0.27487150789227904,0.2018232348854826,0.12488208252463563,0.12099940642413452,0.07569912873431832,0.10075839191907475,0.09441802001729264,0.4869030147079467,0.2626649942746175,0.037111716096373475,0.00045545990938258737,3,Misalignment
0.6641024959596555,1.518023,2.2858263701005486,-1.1581017185574223,-0.4416413885655253,0.4410304039844392,0.5834520631250001,5.0,0.4012113325349833,262.77566484085094,0.4012113325349833,0.2025301467406394,0.09808335878015416,0.07468983832104775,0.005612531711358543,0.9161531596218433,0.025424900978655098,0.00017821042309688784,0.00017264050664254663,0.0002462673878994953,0.00021069016653057604,1,Blade_Imbalance
0.5569128674898789,1.439448,2.584691576445697,-0.9386826026352391,0.3615414210769257,0.31015137370764984,0.48020243812499996,44.0,0.2758692070555603,272.29309803456016,0.2758692070555603,0.19908701220045347,0.12503831215466973,0.12410400203819665,0.07263764277904514,0.10107244033713525,0.09951210231847749,0.4909492896344293,0.2557524678235499,0.03418249134640455,0.00027720669894775357,3,Misalignment
0.6617364145920281,1.43538,2.1691113956843755,-1.0979782083138672,-0.42687744520746207,0.4378893281976514,0.57418399125,5.0,0.40027074116748373,265.45916195014684,0.40027074116748373,0.20005668817037406,0.0995102562855364,0.07291969965688701,0.005488562118579217,0.9147453350102275,0.024382430805150453,0.00027589828121187524,0.0002456638293888196,0.0001886351315313791,0.00019072872088536123,1,Blade_Imbalance
0.6619738916025744,1.54708,2.337071019398664,-0.6606952012413445,0.7757382889530592,0.4381929330808136,0.556371299375,5.0,0.4006057433042444,268.27331029353354,0.4006057433042444,0.19820585306196345,0.10154219179710039,0.07390034651001534,0.0054079434606277834,0.9119635419104439,0.025124328764508663,0.00046234077826707985,0.0002553613222157967,0.00022863686879257838,0.00013778869531689015,1,Blade_Imbalance
0.24472903843567992,0.538569,2.200674677765601,-0.9024824431188696,0.01161732820124968,0.059890940676807114,0.20730249374999998,5.0,0.15027438086098988,227.7633561100779,0.15027438086098988,0.07468208071152616,0.04019469035440526,0.001223380651569504,0.0011780629555419855,0.7541692694704872,0.18634243073946552,0.05402549270516928,4.866900202987667e-05,6.0960217605521587e-05,6.154414796757562e-05,0,Normal
0.2456021032845212,0.530816,2.161284413854487,-0.9019501454534442,0.0007260835594754213,0.06032038234321999,0.207826140625,5.0,0.15057985814046912,234.06219893613715,0.15057985814046912,0.07555029714047855,0.03988750289994682,0.00115156468697566,0.001131741933036985,0.75189619948288,0.18931001010456203,0.05283373228298827,9.117913373201028e-05,5.665168799230426e-05,7.50308572090137e-05,0,Normal
0.2451982331451368,0.547691,2.233666167741701,-0.8914378962515905,0.001966535045834501,0.060121364642994425,0.207662848125,5.0,0.150352765441639,234.08456168336326,0.150352765441639,0.0751975066810609,0.04017256771045978,0.0012629284952544355,0.0012598809029136767,0.7520862473500224,0.188204271485291,0.05375876850249418,5.5478480264055257e-05,6.123532059051847e-05,9.529581276690918e-05,0,Normal
0.4324800328082731,2.656941,6.14349979721347,5.062807212172801,1.1751115986721357,0.186647777650617,0.32750743,83.0,0.17590105429359204,362.49092084833313,0.17590105429359204,0.1246084318860302,0.10502878342858044,0.09878930864648236,0.019778805000000003,0.1732271471997722,0.12014265769115601,0.004018162611340821,0.004553662130059679,0.33323754926744176,0.10796837903550299,2,Bearing_Wear
0.5581489525411553,1.37882,2.470344146042249,-0.44798618739049134,0.017844126737089974,0.31152904146490074,0.449135895,44.0,0.2765428568442865,264.6357312591422,0.2765428568442865,0.19910187344450495,0.12522516787597687,0.12464100332496772,0.0745851667313282,0.10008307844505698,0.10103267603546569,0.4912287883267597,0.254686703085884,0.035920990737024344,0.00019977661625021406,3,Misalignment
0.6628034476920586,1.528483,2.306087880224866,-0.8344053113084087,0.4912191684386835,0.43930748018221477,0.5589127093749999,5.0,0.40154121566086187,267.528190419572,0.40154121566086187,0.19832102688097678,0.09969751941007571,0.07639946840645792,0.005615317004517704,0.9132172509966229,0.02670184379165351,0.0001330439387672272,0.00012418047509043817,0.00014946371608002098,8.150868536688081e-05,1,Blade_Imbalance
